id,price,mileage,brand,clean_model,model_encoded,brand_encoded,is_auction,car_age,miles_per_year,price_per_mile,brand_tier,model_rarity
3493,19995.0,69900,Subaru,wrx,1563,37,0,7,9985.71,0.29,2,36
3494,17606.0,54307,Kia,k5 lxs,992,19,0,2,27153.5,0.32,2,5
3495,26480.0,49204,BMW,540i xdrive 540i xdrive,155,4,0,8,6150.5,0.54,3,16
3498,9500.0,60354,Hyundai,sonata gls,1461,16,0,14,4311.0,0.16,2,14
3499,69991.0,46866,Mercedes-Benz,sclass 4matic,1387,25,0,3,15622.0,1.49,3,1
3500,26675.0,50076,Chrysler,300 300s,50,9,0,3,16692.0,0.53,2,5
3502,8495.0,60725,BMW,325xi 325xi,82,4,0,19,3196.05,0.14,3,2
3503,6995.0,37107,Ford,fiesta,814,11,0,11,3373.36,0.19,1,9
3505,13750.0,90540,Audi,a6 quattro 20t premiumplus,312,3,0,8,11317.5,0.15,2,1
3507,10995.0,93296,Kia,forte lxs,833,19,0,5,18659.2,0.12,2,17
3508,13199.0,96935,Cadillac,ats base,406,7,0,8,12116.88,0.14,2,3
3509,12985.0,94518,Jaguar,xj xjl portfolio,1599,18,0,12,7876.5,0.14,2,4
3510,25000.0,90000,Porsche,panamera timeless gray exterior luxury technology garage kept,1208,32,0,11,8181.82,0.28,3,1
3511,9480.0,132248,Toyota,corolla s,622,40,0,10,13224.8,0.07,2,6
3512,7495.0,96762,Ford,focus,823,11,0,10,9676.2,0.08,1,13
3513,28995.0,101451,Mercedes-Benz,sclass s65 amg twin turbo v12 624hp 738ft,1438,25,0,13,7803.92,0.29,3,1
3515,17775.0,57227,Dodge,charger rt,512,10,0,9,6358.56,0.31,2,15
3516,13995.0,109670,Honda,accord lx,360,14,0,6,18278.33,0.13,2,27
3517,20900.0,95307,Mitsubishi,lancer evolution mr touring,1008,28,0,15,6353.8,0.22,2,1
3518,15499.0,93505,Honda,accord,347,14,0,8,11688.12,0.17,2,53
3519,38390.0,15352,Toyota,crown,631,40,0,0,15352.0,2.5,2,2
3520,27995.0,95048,Mercury,marauder supercharged,1093,26,0,22,4320.36,0.29,2,1
3521,14995.0,57036,Mazda,3 25 s select,30,24,0,1,57036.0,0.26,2,1
3522,9600.0,110836,Mercedes-Benz,c300 c 300 luxury,432,25,0,12,9236.33,0.09,3,4
3524,22788.0,29660,Honda,accord,347,14,0,3,9886.67,0.77,2,53
3525,8100.0,121565,Cadillac,cts luxury,693,7,0,14,8683.21,0.07,2,2
3527,13399.0,63034,Acura,ilx base,928,1,0,6,10505.67,0.21,2,2
3528,23988.0,40002,Lincoln,mkzzephyr reserve,1133,21,0,5,8000.4,0.6,2,3
3529,19900.0,87626,Audi,a8 quattro,339,3,0,16,5476.62,0.23,2,1
3530,31995.0,10872,Tesla,model 3,1135,39,0,1,10872.0,2.94,3,14
3531,23499.0,13452,Jaguar,xj,1587,18,0,13,1034.77,1.75,2,3
3532,16995.0,43238,Nissan,altima 25 sv awd,386,30,0,5,8647.6,0.39,2,1
3533,15990.0,56386,Dodge,charger rt,512,10,0,6,9397.67,0.28,2,15
3535,26350.0,42286,Kia,k5,990,19,0,2,21143.0,0.62,2,2
3537,20995.0,100179,Mercedes-Benz,sclass s550 p1 pano burmester camera wood,1420,25,0,9,11131.0,0.21,3,1
3538,40980.0,61707,Dodge,charger srt hellcat,522,10,0,7,8815.29,0.66,2,3
3539,3500.0,154038,Mazda,3 i,32,24,0,13,11849.08,0.02,2,3
3540,16999.0,118050,Subaru,impreza wrx sti,949,37,0,14,8432.14,0.14,2,7
3541,23250.0,18198,Honda,civic,537,14,0,2,9099.0,1.28,2,31
3542,11900.0,119330,Maserati,ghibli s,882,22,0,7,17047.14,0.1,2,4
3544,36995.0,10771,Audi,a5 20l i4 quatro sline premium4dr hatchback awd,294,3,0,0,10771.0,3.43,2,1
3545,19172.0,43994,Kia,k5 lxs,992,19,0,2,21997.0,0.44,2,5
3546,94950.0,79595,Rolls-Royce,phantom,1234,34,0,16,4974.69,1.19,3,3
3547,14980.0,86208,BMW,5series 535i xdrive,168,4,0,9,9578.67,0.17,3,1
3549,7995.0,85146,Volkswagen,passat,1213,41,0,12,7095.5,0.09,2,9
3551,3495.0,51880,BMW,r1150rt,1276,4,0,22,2358.18,0.07,3,1
3553,46999.0,8257,Mercedes-Benz,c300 c 300,429,25,0,1,8257.0,5.69,3,22
3554,59995.0,54133,BMW,m5 heated leather carbon fiber gps exhaust,1066,4,0,7,7733.29,1.11,3,1
3556,24500.0,3102,Hyundai,elantra n line,770,16,0,0,3102.0,7.9,2,1
3557,13995.0,155644,Lexus,f,812,20,0,10,15564.4,0.09,2,2
3558,7999.0,90547,Hyundai,sonata,1454,16,0,9,10060.78,0.09,2,49
3559,43990.0,24097,Mitsubishi,lancer evolution,1005,28,0,10,2409.7,1.83,2,3
3560,10788.0,169839,Honda,civic ex,538,14,0,9,18871.0,0.06,2,28
3562,3500.0,198804,Nissan,sentra s,1448,30,0,8,24850.5,0.02,2,13
3563,24995.0,21268,Tesla,model 3,1135,39,0,2,10634.0,1.18,3,14
3564,24000.0,110085,Porsche,panamera pdk dualclutch yellow calipers upgraded wheels,1204,32,0,11,10007.73,0.22,3,1
3566,15900.0,46731,Nissan,altima 25 sv,384,30,0,2,23365.5,0.34,2,32
3567,24995.0,117606,Lexus,ls 460 v8 heated ac leather moon gps airide,1024,20,0,10,11760.6,0.21,2,1
3568,77900.0,16221,Cadillac,ct5v blackwing,667,7,0,2,8110.5,4.8,2,2
3569,10800.0,93992,Cadillac,xts collection,1609,7,0,12,7832.67,0.11,2,3
3570,20999.0,64621,Ford,fusion plugin titanium,846,11,0,6,10770.17,0.32,1,1
3571,26450.0,35312,Toyota,camry,445,40,0,1,35312.0,0.75,2,95
3572,10999.0,157104,Toyota,corolla s,622,40,0,10,15710.4,0.07,2,6
3574,8900.0,106118,Infiniti,q70 37000000000000002,1258,17,0,10,10611.8,0.08,2,1
3576,16499.0,114190,Lexus,ls460 460,1033,20,0,11,10380.91,0.14,2,2
3577,59999.0,23492,Bentley,flying spur w12,821,5,0,10,2349.2,2.55,3,4
3578,16995.0,126387,Mercedes-Benz,c63 amg c 63 amg,440,25,0,15,8425.8,0.13,3,1
3579,19133.0,58345,Kia,forte,827,19,0,2,29172.5,0.33,2,4
3580,34999.0,48895,Mitsubishi,evolution gsr,807,28,0,10,4889.5,0.72,2,2
3582,6500.0,55947,Pontiac,2009 pontiac,13,31,0,16,3496.69,0.12,2,1
3583,9999.0,41005,Ford,focus,823,11,0,7,5857.86,0.24,1,13
3584,12800.0,0,Mercedes-Benz,sclass s 550,1400,25,0,17,0.0,12800.0,3,5
3586,25995.0,31846,Honda,civic,537,14,0,3,10615.33,0.82,2,31
3587,6495.0,114939,Hyundai,sonata,1454,16,0,9,12771.0,0.06,2,49
3589,7495.0,129331,Hyundai,sonata,1454,16,0,8,16166.38,0.06,2,49
3591,7999.0,124556,Chevrolet,malibu ls,1083,8,0,8,15569.5,0.06,2,11
3592,8495.0,115632,Kia,optima lx,1187,19,0,10,11563.2,0.07,2,10
3593,15750.0,70707,Audi,a4 quattro premiumplus,287,3,0,8,8838.38,0.22,2,6
3594,30985.0,9747,Toyota,camry xse,463,40,0,0,9747.0,3.18,2,14
3596,16990.0,76070,Tesla,model s,1154,39,0,12,6339.17,0.22,3,9
3598,16995.0,85145,Dodge,charger 36l v6 awd police blue lightbar and led lights,499,10,0,4,21286.25,0.2,2,1
3600,11911.0,98044,Toyota,corolla eco,616,40,0,11,8913.09,0.12,2,1
3601,99999.0,20480,Mercedes-Benz,s580 s 580,1346,25,0,2,10240.0,4.88,3,6
3602,4999.0,132257,Toyota,camry,445,40,0,22,6011.68,0.04,2,95
3604,10999.0,160781,Tesla,model s 60d,1156,39,0,9,17864.56,0.07,3,2
3605,16404.0,54401,Nissan,altima 25 sv,384,30,0,1,54401.0,0.3,2,32
3606,14495.0,49842,Hyundai,sonata,1454,16,0,5,9968.4,0.29,2,49
3607,23999.0,60706,Kia,k5 line,991,19,0,3,20235.33,0.4,2,13
3608,41995.0,55125,Dodge,charger scat pack,518,10,0,4,13781.25,0.76,2,9
3609,3995.0,155152,Subaru,legacy 25i,1015,37,0,15,10343.47,0.03,2,7
3610,56985.0,52610,Mercedes-Benz,s500 s 500,1333,25,0,3,17536.67,1.08,3,3
3611,15987.0,59348,Subaru,wrx sti,1566,37,0,8,7418.5,0.27,2,12
3612,14995.0,90655,Cadillac,ats 36l collection leather moon tires,405,7,0,9,10072.78,0.17,2,1
3614,44999.0,28371,Toyota,camry xse,463,40,0,6,4728.5,1.59,2,14
3615,16500.0,117190,Mercedes-Benz,s550 s 550,1337,25,0,10,11719.0,0.14,3,11
3617,12999.0,75412,Dodge,charger sxt,534,10,0,7,10773.14,0.17,2,25
3618,10900.0,84531,Subaru,legacy 25i,1015,37,0,10,8453.1,0.13,2,7
3619,49950.0,39927,Mercedes-Benz,e 53 amg w driver assist pkg warmth comfort pkg pa,718,25,0,3,13309.0,1.25,3,1
3620,12890.0,55628,Chevrolet,impala 1 ls 36l dohc 24v v6 sharp georgia car,932,8,0,11,5057.09,0.23,2,1
3621,6999.0,130890,Honda,civic lx,550,14,0,13,10068.46,0.05,2,44
3622,55985.0,28487,Bentley,flying spur w12,821,5,0,11,2589.73,1.97,3,4
3623,30999.0,72576,Audi,a8 l 55 tfsi quattro,335,3,0,6,12096.0,0.43,2,1
3624,14995.0,66138,Jaguar,xj8,1602,18,0,21,3149.43,0.23,2,3
3625,17595.0,79898,Subaru,impreza wrx,948,37,0,10,7989.8,0.22,2,8
3627,20595.0,59837,Honda,accord,347,14,0,6,9972.83,0.34,2,53
3629,17995.0,68710,Tesla,model 3 long range autopilot pano heatseat,1140,39,0,7,9815.71,0.26,3,1
3630,12995.0,77941,Hyundai,sonata,1454,16,0,6,12990.17,0.17,2,49
3632,8995.0,117272,Mercedes-Benz,eclass e350,757,25,0,11,10661.09,0.08,3,5
3634,8400.0,128008,Ford,taurus,1487,11,0,12,10667.33,0.07,1,6
3635,15777.0,70744,Honda,civic exl wnavigation,541,14,0,8,8843.0,0.22,2,1
3636,5999.0,120944,Nissan,altima 25 s,379,30,0,13,9303.38,0.05,2,19
3637,12495.0,81000,Maserati,ghibli,878,22,0,9,9000.0,0.15,2,7
3638,21000.0,15500,Toyota,corolla,610,40,0,1,15500.0,1.35,2,68
3639,16999.0,35410,Subaru,legacy,1014,37,0,3,11803.33,0.48,2,8
3640,3000.0,155834,Chrysler,200 series touring,11,9,0,12,12986.17,0.02,2,2
3641,17800.0,63634,Honda,torneo euro type r,1527,14,0,25,2545.36,0.28,2,1
3642,21690.0,43781,BMW,530i 530i,147,4,0,6,7296.83,0.5,3,2
3643,10620.0,0,Nissan,altima 25 sl,382,30,0,3,0.0,10620.0,2,13
3644,18595.0,121160,Lexus,200t,14,20,0,8,15145.0,0.15,2,1
3645,9500.0,130000,Audi,rs6,1304,3,0,22,5909.09,0.07,2,1
3646,7000.0,62336,Cadillac,cts performance collection,697,7,1,11,5666.91,0.11,2,1
3647,12888.0,63342,Hyundai,equus signature,785,16,0,12,5278.5,0.2,2,2
3648,49999.0,56388,Maserati,quattroporte quattroporte trofeo v8 1,1269,22,0,4,14097.0,0.89,2,1
3649,4300.0,179000,Toyota,camry base,450,40,0,15,11933.33,0.02,2,3
3650,12750.0,145003,Audi,s4 plus,1325,3,0,12,12083.58,0.09,2,4
3652,7400.0,115835,BMW,5 series 525i automatic 30l,131,4,0,19,6096.58,0.06,3,1
3654,24898.0,18482,Bentley,flying spur,817,5,0,15,1232.13,1.35,3,2
3655,77990.0,32149,BMW,m3 competition,1054,4,0,4,8037.25,2.43,3,10
3656,8999.0,120720,Audi,a6 quattro 30t quattro,316,3,0,13,9286.15,0.07,2,1
3658,77420.69,18000,Cadillac,cts,677,7,1,9,2000.0,4.3,2,6
3660,8250.0,90621,Kia,cadenza,443,19,0,11,8238.27,0.09,2,4
3661,4495.0,143802,Chevrolet,cruze lt,646,8,0,14,10271.57,0.03,2,6
3662,16300.0,18294,Tesla,model 3 no reserve super like,1147,39,1,2,9147.0,0.89,3,1
3663,15000.0,127211,Mercedes-Benz,sclass,1384,25,0,11,11564.64,0.12,3,4
3664,54900.0,70000,BMW,m5,1063,4,0,23,3043.48,0.78,3,16
3665,3995.0,119301,Chrysler,300 series awd salvage,64,9,0,12,9941.75,0.03,2,1
3666,22500.0,54100,Kia,gt1 awd w delivery call 7863283187,918,19,0,3,18033.33,0.42,2,1
3667,510.0,10513,Volvo,s90 recharge plugin hybrid ultimate,1377,42,0,1,10513.0,0.05,2,1
3668,23500.0,55690,Toyota,camry,445,40,0,3,18563.33,0.42,2,95
3669,16980.0,87726,BMW,7series 750li xdrive,237,4,0,10,8772.6,0.19,3,1
3671,7999.0,102141,Volkswagen,jetta 20t gli autobahn,969,41,0,11,9285.55,0.08,2,1
3672,17795.0,53516,Dodge,charger awd 57l v8 hemi police,504,10,0,7,7645.14,0.33,2,8
3673,7600.0,34885,Ford,fusion s,847,11,0,11,3171.36,0.22,1,10
3674,13900.0,39955,Honda,accord ex,351,14,0,15,2663.67,0.35,2,24
3675,6350.0,104158,BMW,5series 535 beautiful condition 6314873881,167,4,0,17,6126.94,0.06,3,1
3677,4500.0,158000,Infiniti,g37,859,17,0,12,13166.67,0.03,2,1
3679,36500.0,39000,Chevrolet,ss,1476,8,0,9,4333.33,0.94,2,3
3680,1000.0,91557,Cadillac,v,1546,7,0,19,4818.79,0.01,2,1
3681,12900.0,20413,Mercedes-Benz,eclass 350,735,25,0,18,1134.06,0.63,3,1
3683,9900.0,67900,Honda,civic,537,14,0,6,11316.67,0.15,2,31
3684,4500.0,157000,Nissan,sentra 20,1445,30,0,14,11214.29,0.03,2,2
3685,6990.0,44724,Toyota,mirai,1121,40,0,7,6389.14,0.16,2,8
3686,12995.0,148027,Honda,accord lx,360,14,0,7,21146.71,0.09,2,27
3687,8995.0,83068,Honda,accord exl,354,14,0,15,5537.87,0.11,2,31
3688,15900.0,66796,Audi,a4 ultra,293,3,0,8,8349.5,0.24,2,2
3689,4900.0,124206,Mitsubishi,lancer eses,1004,28,0,14,8871.86,0.04,2,2
3690,30500.0,42055,BMW,330i xdrive 330i xdrive,89,4,0,2,21027.5,0.73,3,12
3692,20999.0,99776,Toyota,camry xse,463,40,0,5,19955.2,0.21,2,14
3694,16994.0,54241,Toyota,corolla,610,40,0,2,27120.5,0.31,2,68
3695,21999.0,84965,Tesla,model s 100d,1155,39,0,7,12137.86,0.26,3,1
3696,34999.0,75849,Mitsubishi,lancer mr,1012,28,0,19,3992.05,0.46,2,1
3697,4995.0,179467,BMW,325xi 325xi,82,4,0,23,7802.91,0.03,3,2
3698,19995.0,67429,Mercedes-Benz,aclass a 220,369,25,0,5,13485.8,0.3,3,2
3699,6990.0,143644,Ford,fusion,837,11,0,8,17955.5,0.05,1,40
3700,17999.0,84320,Chevrolet,impala premier,938,8,0,6,14053.33,0.21,2,2
3701,10499.0,104158,Kia,forte line,830,19,0,5,20831.6,0.1,2,5
3702,12450.0,115373,BMW,535i xdrive 535i xdrive,152,4,0,9,12819.22,0.11,3,9
3703,27895.0,771,Honda,civic touring,557,14,0,1,771.0,36.13,2,9
3704,7900.0,83580,BMW,328i xdrive 328i xdrive,85,4,0,14,5970.0,0.09,3,6
3705,9499.0,108684,Lincoln,town car signature,1540,21,0,15,7245.6,0.09,2,6
3706,10995.0,87468,Acura,tl base,1508,1,0,14,6247.71,0.13,2,3
3707,2990.0,121040,Ford,taurus,1487,11,0,24,5043.33,0.02,1,6
3708,3600.0,90936,Lincoln,mkzzephyr reserve,1133,21,0,8,11367.0,0.04,2,3
3709,24487.0,47732,Subaru,wrx base,1564,37,0,3,15910.67,0.51,2,4
3710,7900.0,172722,Toyota,corolla,610,40,0,8,21590.25,0.05,2,68
3712,14499.0,75648,Honda,civic lx,550,14,0,8,9456.0,0.19,2,44
3714,11950.0,99630,Mercedes-Benz,eclass e350,757,25,0,9,11070.0,0.12,3,5
3715,8250.0,72503,Ford,fusion,837,11,0,8,9062.88,0.11,1,40
3716,21790.0,85894,Dodge,charger rt,512,10,0,5,17178.8,0.25,2,15
3717,19500.0,78685,Dodge,charger rt road track,515,10,0,10,7868.5,0.25,2,1
3718,61999.0,27819,Porsche,taycan,1496,32,0,2,13909.5,2.23,3,9
3719,7777.0,108968,Ford,fusion,837,11,0,7,15566.86,0.07,1,40
3720,8995.0,125852,Honda,civic lx,550,14,0,13,9680.92,0.07,2,44
3722,21995.0,93344,Cadillac,cts v,699,7,0,21,4444.95,0.24,2,1
3723,40500.0,11170,Mercedes-Benz,eqs 450,781,25,0,2,5585.0,3.63,3,4
3724,7789.0,136332,Infiniti,q50 37,1250,17,0,10,13633.2,0.06,2,2
3725,5995.0,89682,Buick,lacrosse cx,999,6,0,18,4982.33,0.07,1,3
3727,14350.0,102835,Volvo,s90 t6 inscription,1379,42,0,8,12854.38,0.14,2,1
3728,29900.0,82000,Mercedes-Benz,eclass e63 amg s,761,25,0,9,9111.11,0.36,3,1
3729,19995.0,33527,Subaru,wrx,1563,37,0,2,16763.5,0.6,2,36
3730,13999.0,153024,Dodge,charger rt,512,10,0,10,15302.4,0.09,2,15
3731,17799.0,45525,Maserati,ghibli s q4,885,22,0,10,4552.5,0.39,2,4
3733,8995.0,131943,Honda,civic ex,538,14,0,13,10149.46,0.07,2,28
3735,5395.0,139085,Nissan,altima 25 sl,382,30,0,12,11590.42,0.04,2,13
3736,8895.0,119201,Honda,civic lx,550,14,0,12,9933.42,0.07,2,44
3737,8999.0,44803,Hyundai,elantra gls,766,16,0,13,3446.38,0.2,2,6
3739,8995.0,94133,Mercedes-Benz,c300 c300 4matic luxury,435,25,0,13,7241.0,0.1,3,1
3740,9995.0,122000,Infiniti,g37 g37x,862,17,0,13,9384.62,0.08,2,2
3741,14331.0,52965,Nissan,altima 25 sv,384,30,0,1,52965.0,0.27,2,32
3742,12500.0,93653,Honda,accord ex,351,14,0,9,10405.89,0.13,2,24
3743,15999.0,94577,Tesla,model s 70d hatchack awd,1157,39,0,10,9457.7,0.17,3,1
3744,26594.0,36489,BMW,5 series 530i,132,4,0,5,7297.8,0.73,3,1
3745,44550.0,28858,Audi,etron prestige,805,3,0,3,9619.33,1.54,2,1
3746,17985.0,59674,Mercedes-Benz,eclass e 300 4matic,746,25,0,8,7459.25,0.3,3,1
3747,94000.0,21380,BMW,m3 competition xdrive,1056,4,0,2,10690.0,4.4,3,3
3748,28995.0,18742,Toyota,camry,445,40,0,0,18742.0,1.55,2,95
3749,28527.0,26344,Dodge,charger,496,10,0,2,13172.0,1.08,2,22
3750,15999.0,81994,Honda,civic lx,550,14,0,5,16398.8,0.2,2,44
3751,11995.0,97795,Mazda,3 touring,47,24,0,9,10866.11,0.12,2,4
3752,10500.0,96064,Kia,optima ex,1185,19,0,7,13723.43,0.11,2,5
3755,13995.0,117657,Chevrolet,impala premiere,939,8,0,6,19609.5,0.12,2,1
3757,35995.0,79300,Mercedes-Benz,sclass s 560 4matic,1404,25,0,7,11328.57,0.45,3,3
3758,41999.0,905,BMW,530i xdrive 530i xdrive,149,4,0,1,905.0,46.36,3,14
3759,9800.0,90624,Volvo,s60 25t,1355,42,0,17,5330.82,0.11,2,1
3760,14995.0,114093,Dodge,charger sxt,534,10,0,3,38031.0,0.13,2,25
3762,21260.0,16457,Mazda,3 25 s preferred package,29,24,0,0,16457.0,1.29,2,2
3764,17995.0,51762,Dodge,charger sxt,534,10,0,2,25881.0,0.35,2,25
3765,21750.0,77662,Lexus,es 350,788,20,0,7,11094.57,0.28,2,8
3766,4500.0,106337,Buick,regal,1278,6,0,12,8861.42,0.04,1,2
3767,77985.0,28679,Mercedes-Benz,mercedesmaybach sclass s 650,1113,25,0,7,4097.0,2.72,3,2
3768,20994.0,8842,Acura,integra 15t hatchback,952,1,0,1,8842.0,2.37,2,2
3771,20985.0,67436,Audi,a6 quattro 45 tfsi premiumplus,318,3,0,5,13487.2,0.31,2,2
3772,13995.0,124809,Honda,civic ex,538,14,0,8,15601.12,0.11,2,28
3773,8695.0,141855,Honda,civic lx,550,14,0,10,14185.5,0.06,2,44
3774,11499.0,104082,BMW,530i xdrive 530i xdrive,149,4,0,8,13010.25,0.11,3,14
3775,34885.0,57752,BMW,m340i xdrive m340i xdrive,1060,4,0,5,11550.4,0.6,3,4
3777,7995.0,105252,BMW,328i xdrive 328i xdrive,85,4,0,10,10525.2,0.08,3,6
3778,11995.0,98477,Audi,a4,268,3,0,8,12309.62,0.12,2,10
3779,9499.0,97684,Hyundai,sonata,1454,16,0,6,16280.67,0.1,2,49
3781,32500.0,92681,BMW,m3,1052,4,0,10,9268.1,0.35,3,17
3783,10500.0,51122,Nissan,versa sv,1559,30,0,4,12780.5,0.21,2,9
3784,15145.0,82988,Audi,a4,268,3,0,6,13831.33,0.18,2,10
3786,47226.0,169,BMW,m235 xdrive gran m235i xdrive,1050,4,0,0,169.0,277.8,3,1
3787,7499.0,88464,Ford,fusion,837,11,0,11,8042.18,0.08,1,40
3788,13900.0,41611,Nissan,altima 25 sv,384,30,0,3,13870.33,0.33,2,32
3789,2400.0,101413,Mazda,3 i touring,33,24,0,13,7801.0,0.02,2,3
3790,31900.0,37320,BMW,2series xdrive gran m pkg heated front seats,26,4,0,1,37320.0,0.85,3,1
3791,14495.0,100191,Toyota,camry,445,40,0,7,14313.0,0.14,2,95
3795,19750.0,20970,Toyota,corolla,610,40,0,0,20970.0,0.94,2,68
3796,37158.0,19556,BMW,2 series 228 xdrive gran,1,4,0,0,19556.0,1.9,3,1
3797,32995.0,15145,Toyota,camry xse,463,40,0,0,15145.0,2.18,2,14
3798,17100.0,74589,Hyundai,sonata,1454,16,0,7,10655.57,0.23,2,49
3799,14250.0,47020,Toyota,corolla,610,40,0,5,9404.0,0.3,2,68
3800,20595.0,34148,BMW,530i xdrive 530i xdrive,149,4,0,8,4268.5,0.6,3,14
3801,6900.0,94416,Dodge,charger sxt,534,10,0,8,11802.0,0.07,2,25
3802,17995.0,28099,Volkswagen,jetta s,979,41,0,1,28099.0,0.64,2,1
3805,12250.0,70200,Audi,a4,268,3,0,10,7020.0,0.17,2,10
3807,27400.0,30571,Subaru,wrx,1563,37,0,2,15285.5,0.9,2,36
3808,13995.0,100499,Audi,a3 quattro premiumplus,266,3,0,7,14357.0,0.14,2,1
3810,18900.0,77892,Maserati,quattroporte s granlusso,1272,22,0,6,12982.0,0.24,2,1
3811,58999.0,38763,Mercedes-Benz,sclass s 500 4matic,1398,25,0,3,12921.0,1.52,3,3
3812,29995.0,76199,Audi,s6 40t plus,1351,3,0,8,9524.88,0.39,2,1
3813,14995.0,55798,Dodge,charger sxt,534,10,0,5,11159.6,0.27,2,25
3814,17077.0,44381,Toyota,corolla,610,40,0,1,44381.0,0.38,2,68
3815,11995.0,90861,Chevrolet,impala lt,935,8,0,11,8260.09,0.13,2,14
3816,10495.0,119630,Hyundai,sonata sel,1469,16,0,7,17090.0,0.09,2,26
3817,13999.0,93196,Chrysler,300 touring,76,9,0,7,13313.71,0.15,2,5
3818,5995.0,124165,Ford,focus,823,11,0,9,13796.11,0.05,1,13
3820,9999.0,93277,Kia,forte,827,19,0,5,18655.4,0.11,2,4
3821,6570.0,129850,Chevrolet,sonic premier,1473,8,0,7,18550.0,0.05,2,2
3824,5495.0,149550,Nissan,altima 25 sl,382,30,0,12,12462.5,0.04,2,13
3825,15899.0,88223,Toyota,camry,445,40,0,7,12603.29,0.18,2,95
3826,15499.0,106255,Honda,civic si,556,14,0,8,13281.88,0.15,2,16
3827,10487.0,131923,Honda,civic lx,550,14,0,8,16490.38,0.08,2,44
3828,14995.0,24459,Mazda,3 touring,47,24,0,7,3494.14,0.61,2,4
3829,4700.0,160553,Lincoln,town car signature,1540,21,0,19,8450.16,0.03,2,6
3830,23488.0,39952,Honda,civic ex,538,14,0,2,19976.0,0.59,2,28
3831,37950.0,66029,Cadillac,ctsv pano certified extremely fast car,704,7,0,16,4126.81,0.57,2,1
3832,2995.0,96653,Cadillac,cts base,688,7,0,20,4832.65,0.03,2,2
3833,15995.0,107073,BMW,330i xdrive 330i xdrive,89,4,0,5,21414.6,0.15,3,12
3834,64950.0,33435,Mercedes-Benz,s500 s 500,1333,25,0,3,11145.0,1.94,3,3
3835,19995.0,53368,Toyota,camry,445,40,0,1,53368.0,0.37,2,95
3836,9999.0,146688,Toyota,avalon base,413,40,0,14,10477.71,0.07,2,1
3837,73880.0,32150,BMW,m3 executive pkg leds parking assist 6speed m,1057,4,0,2,16075.0,2.3,3,1
3839,21487.0,30335,Honda,civic lx,550,14,0,0,30335.0,0.71,2,44
3840,13299.0,107566,Toyota,camry,445,40,0,7,15366.57,0.12,2,95
3841,9800.0,53040,Mercedes-Benz,eclass,732,25,0,11,4821.82,0.18,3,11
3842,15750.0,107378,Chrysler,300 300s,50,9,0,5,21475.6,0.15,2,5
3843,16012.0,61230,Toyota,corolla,610,40,0,3,20410.0,0.26,2,68
3844,10999.0,112183,Audi,a3 quattro 20t quattro plus awd,265,3,0,10,11218.3,0.1,2,1
3845,15995.0,126816,Acura,tlx advance,1519,1,0,7,18116.57,0.13,2,1
3846,2695.0,178250,Nissan,sentra sl,1449,30,0,15,11883.33,0.02,2,1
3849,11990.0,103846,Mercedes-Benz,e350 e 350,724,25,0,9,11538.44,0.12,3,9
3850,9999.0,121866,Honda,accord ex,351,14,0,7,17409.43,0.08,2,24
3851,18500.0,69621,Volkswagen,golf sportwagen 14t automatic,904,41,0,6,11603.5,0.27,2,1
3852,16995.0,24377,Hyundai,sonata sel,1469,16,0,4,6094.25,0.7,2,26
3854,21995.0,55127,Subaru,wrx,1563,37,0,7,7875.29,0.4,2,36
3855,25999.0,29167,Hyundai,sonata sel,1469,16,0,3,9722.33,0.89,2,26
3856,54777.0,13071,BMW,m340i xdrive m340i xdrive,1060,4,0,2,6535.5,4.19,3,4
3857,20988.0,71908,Honda,accord,347,14,0,6,11984.67,0.29,2,53
3859,13995.0,65387,Jaguar,xj portfolio msrp,1589,18,0,13,5029.77,0.21,2,1
3860,18900.0,51824,Ford,fusion,837,11,0,8,6478.0,0.36,1,40
3861,11880.0,76187,Subaru,impreza 20i,943,37,0,11,6926.09,0.16,2,5
3863,27295.0,40761,Hyundai,elantra n n,771,16,0,2,20380.5,0.67,2,1
3864,20495.0,52290,Dodge,charger,496,10,0,2,26145.0,0.39,2,22
3867,28980.0,57531,BMW,540i xdrive 540i xdrive,155,4,0,7,8218.71,0.5,3,16
3868,25188.0,20268,Honda,civic,537,14,0,5,4053.6,1.24,2,31
3869,15499.0,85437,Mazda,3 touring,47,24,0,7,12205.29,0.18,2,4
3870,23250.0,84150,Tesla,model 3 performance,1148,39,0,4,21037.5,0.28,3,4
3872,16999.0,93420,BMW,540i xdrive 540i xdrive,155,4,0,8,11677.5,0.18,3,16
3873,16499.0,70482,Toyota,corolla,610,40,0,3,23494.0,0.23,2,68
3875,19995.0,84695,Mercedes-Benz,eclass e400,759,25,0,7,12099.29,0.24,3,1
3876,21880.0,65698,Honda,accord,347,14,0,5,13139.6,0.33,2,53
3877,7995.0,76920,Kia,forte lx,831,19,0,8,9615.0,0.1,2,5
3879,16999.0,102594,Mercedes-Benz,s63 amg s 63 amg,1366,25,0,17,6034.94,0.17,3,5
3880,12246.0,101090,Nissan,altima 25 sl,382,30,0,6,16848.33,0.12,2,13
3881,19995.0,37238,Dodge,charger awd 36l v6 police havis console and partition,502,10,0,4,9309.5,0.54,2,1
3882,16099.0,102669,BMW,750i 750i,215,4,0,9,11407.67,0.16,3,3
3883,11999.0,149572,Acura,rlx base,1288,1,0,11,13597.45,0.08,2,2
